date,avg,min,max
2025-01-01,0.134356177627916,0.13305738568289707,0.13591660559192176
2025-01-02,0.12618014572889474,0.12473857402796239,0.12748317420496494
2025-01-03,0.12657809343081783,0.12585297521559907,0.12789371609682396
2025-01-04,0.13676571407677074,0.13576889962938,0.1372883915903652
2025-01-05,0.13248161901343913,0.1313602803724647,0.13292146445442865
2025-01-06,0.13645329219817537,0.1349433958532852,0.1377578973772618
2025-01-07,0.15614087527582862,0.1551481932399761,0.15748898685006796
2025-01-08,0.13753951926311295,0.13597440719587875,0.13892804086233318
2025-01-09,0.12875639932126196,0.12768505513643383,0.13008666038527325
2025-01-10,0.12291934188214503,0.12219409602206942,0.12348812073482587
2025-01-11,0.12862061119367074,0.12766858935340536,0.1293841004373969
2025-01-12,0.15098433621602475,0.1501636803147275,0.15234853676167268
2025-01-13,0.16272019001802926,0.16041198372809878,0.16460321449477644
2025-01-14,0.16308408982944603,0.15931051969521462,0.16476556658774433
2025-01-15,0.16221606480364315,0.16132351756089064,0.16377582441154367
2025-01-16,0.16521457164309947,0.16456846892813598,0.16630458434496825
2025-01-17,0.13592808838710488,0.1342048943041115,0.13707131147399546
2025-01-18,0.13716491350591753,0.1360578835007899,0.13818234205270813
2025-01-19,0.13935099979442744,0.137622760208257,0.14036087691799165
2025-01-20,0.13591780730646558,0.13504834473116584,0.13629108300587248
2025-01-21,0.1291453704553197,0.12877922468697262,0.1298565834594118
2025-01-22,0.1420671966744589,0.140622913837261,0.14293858716099897
2025-01-23,0.13395236809267125,0.13257887959464082,0.13538484275365373
2025-01-24,0.13535971698473181,0.13318611681455703,0.1376987546684833
2025-01-25,0.1465701435756739,0.14560432345190466,0.14784556627300138
2025-01-26,0.16167400930036438,0.1609302833673228,0.16229481250065328
2025-01-27,0.1665079073224547,0.16595823200555468,0.16703452686826023
2025-01-28,0.16766779180012412,0.1661061942575332,0.16977925598639826
2025-01-29,0.15063856493091837,0.14893151819699665,0.1523215253371962
2025-01-30,0.1461363407953222,0.14547914266558187,0.14713537693050133
2025-01-31,0.14378310447730203,0.14329969882937393,0.14440678805138799
2025-02-01,0.1308402176197735,0.12991200387461999,0.132287141566923
2025-02-02,0.13056416558999825,0.12907963991140214,0.1316016626825631
2025-02-03,0.12640056724978505,0.12537747621522047,0.12852536141866971
2025-02-04,0.12184341304285543,0.12091825902438635,0.12275762110970631
2025-02-05,0.12121119566793422,0.12065413523194828,0.12234202027333076
2025-02-06,0.11887027130532268,0.11809227243051401,0.11983112990869198
2025-02-07,0.12255762059624566,0.12133175134635364,0.12395682930968634
2025-02-08,0.11939755600837944,0.11818323284374195,0.12132767587921972
2025-02-09,0.12315589382375822,0.12223283201441132,0.12414963543437388
2025-02-10,0.13795272809044268,0.13666333258135305,0.13950435817256834
2025-02-11,0.15292387957359316,0.15246091783028087,0.15380577743070156
2025-02-12,0.15176474910137538,0.15101204812497518,0.1536398082970923
2025-02-13,0.14983943402556119,0.14906395971756836,0.151022464037213
2025-02-14,0.15952966844546929,0.15749858319775092,0.16172283887879305
2025-02-15,0.1361762832763255,0.13515444099876986,0.13729651272321586
2025-02-16,0.13621362170824644,0.1355852245109016,0.13692658394599733
2025-02-17,0.15688457356122382,0.1547060459850328,0.15827976167219204
2025-02-18,0.13432568993892258,0.13298761844619938,0.13495590714511108
2025-02-19,0.13118277012156973,0.13000378012680536,0.13198434579765067
2025-02-20,0.14390048334704997,0.14218068122857758,0.14511796832110743
2025-02-21,0.1404671535097066,0.13853227007248028,0.14426913857474424
2025-02-22,0.13999153336127654,0.1397285535934099,0.14087512344115977
2025-02-23,0.12601199711406438,0.1241922155022096,0.12667094171059856
2025-02-24,0.12405282059966122,0.12241187691673577,0.12516342103503794
2025-02-25,0.13342695814689387,0.13127438724015614,0.13399817049527415
2025-02-26,0.1375610512936971,0.13440982997391474,0.13888877630258734
2025-02-27,0.1337498025564311,0.13310915231699083,0.13483141579938132
2025-02-28,0.15235400751788802,0.1519873887297554,0.1533763614615426
2025-03-01,0.14152996313234353,0.13993088901025838,0.1423633553275777
2025-03-02,0.14029102504441895,0.13828162848932532,0.14181993901755077
2025-03-03,0.15322671912870442,0.15112224221211085,0.15681595613016935
2025-03-04,0.1355644427858976,0.13508800996681408,0.13612704724087
2025-03-05,0.13365235272103648,0.13292707502825704,0.13407976925387655
2025-03-06,0.15801508196327707,0.15745316445820826,0.15914564616550414
2025-03-07,0.1735984987713326,0.17106503561045552,0.17556537687810034
2025-03-08,0.1423918917819666,0.1401859074830416,0.143912464380523
2025-03-09,0.13163427286421547,0.1309868097303697,0.1333406418563385
2025-03-10,0.14561382394106512,0.14477024972442978,0.14629440009620262
2025-03-11,0.19230289374045376,0.19114463031268603,0.19627185165917393
2025-03-12,0.14963073337370164,0.14842511713531473,0.15166718564143183
2025-03-13,0.176171847204163,0.17497123777858964,0.1787874102594412
2025-03-14,0.14733496773505816,0.14590281248076115,0.14829510196936596
2025-03-15,0.13974829156080099,0.1382371997991743,0.14016561210180684
2025-03-16,0.13339287266479377,0.13241314887984307,0.13440442085280724
2025-03-17,0.14170931809226708,0.14027126133426027,0.14404979924445394
2025-03-18,0.1618967298509432,0.15990547835820113,0.1649836301802891
2025-03-19,0.15571003168370817,0.15458169579499384,0.1567819714549022
2025-03-20,0.14837757382864433,0.1476251110431679,0.14953161344386465
2025-03-21,0.14826346288635875,0.14737750589819082,0.14940913021591343
2025-03-22,0.15256426747306848,0.15103384852402976,0.15410768985775994
2025-03-23,0.14298325912705098,0.14151652157300687,0.14386409521118546
2025-03-24,0.13370875392819506,0.1317055225370705,0.1356515139343793
2025-03-25,0.1423767728147944,0.14026790857297922,0.1427341103556338
2025-03-26,0.14501998980366468,0.1446396112439221,0.14569303330545086
2025-03-27,0.13589101515235474,0.13358654081795623,0.13842178881193248
2025-03-28,0.14781563472029552,0.14699219167215855,0.1485361009838867
2025-03-29,0.14037547802049494,0.13821831345531455,0.14246630695078896
2025-03-30,0.13740222420497258,0.13570300585316103,0.13906134665027478
2025-03-31,0.1436455955991345,0.14314210414858808,0.14505195561311873
2025-04-01,0.17319630114182347,0.17042650282362137,0.1747760623696608
2025-04-02,0.17339588616616028,0.17259490489952417,0.17410142719776933
2025-04-03,0.18015525594583387,0.17813576757886096,0.18134021759052918
2025-04-04,0.16209305463553483,0.16092391312102677,0.1646106839182952
2025-04-05,0.14516159459064004,0.14426976442319406,0.14612606912865922
2025-04-06,0.14509292976848334,0.14412131905538111,0.14589358866240978
2025-04-07,0.1439214907277105,0.14245276153060085,0.14590770006206039
2025-04-08,0.13617856667813685,0.13455315346926724,0.1372610479594769
2025-04-09,0.1358674074435286,0.13488554954512325,0.13671192526832185
2025-04-10,0.1337224966010863,0.1307660639284443,0.13707828521722717
2025-04-11,0.13213777180606007,0.13082274794592774,0.1331631466748724
2025-04-12,0.13674069191874183,0.1354932487008337,0.13790711760545726
2025-04-13,0.14747693886114466,0.14606264233571323,0.1486064195635606
2025-04-14,0.14834411412082105,0.14651398360755555,0.14982037246254198
2025-04-15,0.14451139596256923,0.14313758909674637,0.14506597816970201
2025-04-16,0.16785138514972173,0.16682672117420821,0.16860052705571518
2025-04-17,0.1673529964512791,0.16679652035215975,0.16794930398494395
2025-04-18,0.16158051213476243,0.1584055290028012,0.16317881643789864
2025-04-19,0.15048174553531748,0.14763145148725587,0.15146110951916947
2025-04-20,0.15088157071996283,0.14957591262563832,0.1516961306335191
2025-04-21,0.14960451549073855,0.14864374697179678,0.15034151077297536
2025-04-22,0.14988695823605463,0.1486937105653853,0.15084572136418528
2025-04-23,0.15052600434067223,0.14854368567438028,0.15229608118561466
2025-04-24,0.1473950404348752,0.14581151306611362,0.14914205485988757
2025-04-25,0.15823652012087813,0.15725800394992684,0.15997833051300706
2025-04-26,0.16472843479267935,0.16353102049908336,0.16569049656420928
2025-04-27,0.16314975282467067,0.16258351504782834,0.16359077394038046
2025-04-28,0.16509969951733497,0.1642665565011878,0.16636230051547393
2025-04-29,0.15005461821302646,0.14936679601652383,0.1515183597802475
2025-04-30,0.149262682935153,0.14697344601148113,0.15157164633301326
2025-05-01,0.16058493122263112,0.15957757830613065,0.16374984383612506
2025-05-02,0.15101975123002637,0.15010761469596237,0.1526365727188947
2025-05-03,0.17101776292525836,0.16961938142743707,0.17194734513790524
2025-05-04,0.1798560408133323,0.17772386968114112,0.18441853677956319
2025-05-05,0.1637675555243223,0.16202054917792547,0.16544778645068348
2025-05-06,0.14536035913755765,0.14431002736063722,0.1479980051518964
2025-05-07,0.1437611052127646,0.14312645827580958,0.1446967795492663
2025-05-08,0.14298585355691223,0.14242862164946685,0.14360216259982175
2025-05-09,0.13932839476934542,0.13816694473302188,0.14181753993059856
2025-05-10,0.14106281571335694,0.13962878286821467,0.14236241561664634
2025-05-11,0.14149058037422949,0.13986559212180763,0.142209172249096
2025-05-12,0.1433248749429554,0.1423156765526915,0.14435612647578258
2025-05-13,0.14687570095554411,0.1455299481747756,0.14780930429711792
2025-05-14,0.15163876818457359,0.15032361447782075,0.15225733055263999
2025-05-15,0.15944224581145017,0.15717536210983418,0.1613210737706841
2025-05-16,0.14756352938320053,0.1451917141673143,0.15004688501385005
2025-05-17,0.15168439482403942,0.15063665807826015,0.1520482003690465
2025-05-18,0.1494858136969398,0.14899061620217235,0.14977256899948657
2025-05-19,0.14363702113754007,0.1429487019775551,0.14519803226008604
2025-05-20,0.14458758090269222,0.14381019771081516,0.14581151123958436
2025-05-21,0.1421211610664292,0.1404143384819293,0.14430440962340546
2025-05-22,0.14551085886774534,0.1436356125169598,0.14661934971835744
2025-05-23,0.14834604657744746,0.14783155918103272,0.14892678707864831
2025-05-24,0.15605432668589436,0.15433046221703267,0.15687747299699376
2025-05-25,0.14661909816730453,0.14575660228711435,0.14810355007663253
2025-05-26,0.14978952118119676,0.1487415581939787,0.15180878341225257
2025-05-27,0.15057811969879806,0.14848568741711896,0.1524909041500971
2025-05-28,0.14896665523649402,0.14774635434144448,0.14989367127434813
2025-05-29,0.15776915476514933,0.15722535178733588,0.15892215259956063
2025-05-30,0.15332499803556313,0.1520477533338596,0.15451565384881605
2025-05-31,0.1542688821884517,0.1532090157268559,0.1552861183881103
2025-06-01,0.14723505963191202,0.14604073762865452,0.14886544644859373
2025-06-02,0.13990869842721892,0.1392926424739053,0.14204489837992665
2025-06-03,0.16259242320590828,0.16089770197861544,0.16376461991176552
2025-06-04,0.1479917427493673,0.1463024318216573,0.14895789325264053
2025-06-05,0.15068890414485633,0.14977376162987524,0.1524023115637658
2025-06-06,0.14315869034107956,0.14182350039464783,0.14442105591323112
2025-06-07,0.1384127693131018,0.1375736296175229,0.14012384414698043
2025-06-08,0.1387434514344468,0.13822876484977212,0.13914647698427418
2025-06-09,0.13900331746091904,0.13815993070596574,0.14005009869734822
2025-06-10,0.13452936917707475,0.1335905641315735,0.13570626080050915
2025-06-11,0.13695705169575495,0.13540898263428267,0.13872054759217142
2025-06-12,0.1360228908769737,0.13431783020481147,0.1376620531084628
2025-06-13,0.14100493278150633,0.1403898745774629,0.14205181598688865
2025-06-14,0.14184054834085982,0.1411619792657248,0.14271486101965555
2025-06-15,0.13338921357183772,0.13255251944048893,0.13393164169750105
2025-06-16,0.12890139130382613,0.12786576151832213,0.1303179711105782
2025-06-17,0.13578248260093723,0.13377667963499135,0.13696210086370295
2025-06-18,0.1313311313103651,0.12998744845374433,0.13197202980531517
2025-06-19,0.13385620024589262,0.13354077190174082,0.13439074158681935
2025-06-20,0.1358620243528819,0.1349542438981309,0.13635663688197655
2025-06-21,0.13497999046437428,0.13260219991181496,0.13799577951456082
2025-06-22,0.13740541084001823,0.13642935454828756,0.1391784101726014
2025-06-23,0.14423931998745548,0.14359627664071653,0.1458466053011655
2025-06-24,0.1559844456605671,0.1549709777284453,0.15816996246604742
2025-06-25,0.1434327020462374,0.14311504363986013,0.14428472740332282
2025-06-26,0.1410966721234885,0.14031475782377262,0.14198358356968102
2025-06-27,0.14225820745834059,0.14104057848447557,0.14304608106638875
2025-06-28,0.13574033485347428,0.13417984545214467,0.1368765830996113
2025-06-29,0.13564192036576792,0.13520914316160842,0.13605488836789748
2025-06-30,0.13553386503704307,0.13447958230955853,0.1362377325798917
2025-07-01,0.1395695371538492,0.13840065392844264,0.14109146595026584
2025-07-02,0.14701726740340249,0.1453515589234404,0.14791648089900478
2025-07-03,0.13685070444284653,0.13537845015509273,0.13867318630243436
2025-07-04,0.13473437716790723,0.13408306241019075,0.13604375597021073
2025-07-05,0.1359555651959301,0.13498179614517827,0.13659629734781753
2025-07-06,0.13707570184320877,0.1365632850826137,0.13778480887437794
2025-07-07,0.1356114121553994,0.1348298788069031,0.13664801418796135
2025-07-08,0.13063432214217416,0.12944027990096776,0.13210354745402392
2025-07-09,0.13157035569917816,0.13038030266745845,0.13287228345894858
2025-07-10,0.13278664009209676,0.13153555989249366,0.13409403711581494
2025-07-11,0.13440457214451065,0.13343516449155574,0.13479183034471973
2025-07-12,0.1340059162948966,0.13336774706824217,0.13463632494506736
2025-07-13,0.134391118263245,0.13344188034518145,0.13583958148971068
2025-07-14,0.1355326387994085,0.1342215836046486,0.1374635100367156
2025-07-15,0.13395143143197927,0.13350674509976335,0.13439767062688193
2025-07-16,0.13371844332559485,0.1326363829963991,0.13477195054307328
2025-07-17,0.13317152554676104,0.13202136754984042,0.13399787247205028
2025-07-18,0.13610511413725815,0.1340452879665644,0.13724832236781737
2025-07-19,0.1356536114307223,0.13408217330130723,0.13705761730695568
2025-07-20,0.13739385455920453,0.13570652242726314,0.13869783282293816
2025-07-21,0.1376015350819411,0.13683991879198332,0.13815891742731135
2025-07-22,0.13616988202028993,0.13549873232824933,0.1365606188776564
2025-07-23,0.13967620530220867,0.13818313181383413,0.14072731137290995
2025-07-24,0.13838534763883503,0.13725379109365854,0.13980911672130525
2025-07-25,0.1411117862952861,0.14047732949229746,0.1422955605239705
2025-07-26,0.13645283216896803,0.13593906927386046,0.13697177171731778
2025-07-27,0.13852395420647642,0.1379086226223214,0.139081284404051
2025-07-28,0.13990882454977904,0.1389547288416118,0.14110672473932837
2025-07-29,0.13656972688798358,0.13451993465447767,0.13819804787650827
2025-07-30,0.13246707833342308,0.13133710622771425,0.13408084213757776
2025-07-31,0.13077510140085408,0.1289669275281321,0.1317748576405033
2025-08-01,0.12956053506455165,0.128823958337058,0.13058253377670487
2025-08-02,0.1296981296608181,0.1287373751401357,0.13089655339741396
2025-08-03,0.13069664681510004,0.12891907989953874,0.1327243298294546
